user_id,market_id,market_title,outcome,side,avg_odds,contracts,dollar_amount,win_status,first_trade,last_trade,num_trades
0x683746bf62f31853308f2b0ff06cee75e40e15e1,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.3527,241.7,85.2425,WIN,2025-01-17T08:05:36+00:00,2025-06-30T04:57:06+00:00,2
0x1d918269e3c389f7be17f0f9aec2b42722bfd8fc,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.53,9.434,5.0,LOSS,2025-01-17T20:17:28+00:00,2025-01-17T20:17:28+00:00,1
0x2ab5a0dc225c0531abddf738eb5463a385c558af,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.53,31.9811,16.95,LOSS,2025-01-18T09:02:53+00:00,2025-01-18T09:02:53+00:00,1
0xbecbc1d071640c3f06fd337fa0f42d8e2a90ac27,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.52,1.9231,1.0,LOSS,2025-01-19T01:45:01+00:00,2025-01-19T01:45:01+00:00,1
0xebc18718e333c336e8ae126e1f979cf9f1d7a3ba,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.526,95.05,50.0,LOSS,2025-01-19T02:17:25+00:00,2025-01-19T02:17:25+00:00,2
0x531808d9acfcd0b2f588ffc5345fda51a74111fd,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.51,1.9608,1.0,LOSS,2025-01-20T12:33:04+00:00,2025-01-20T12:33:04+00:00,1
0x8cbd6315aca6161fdf71a9a78e173d43d5337a14,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.646,18.6856,12.07,LOSS,2025-01-20T20:15:30+00:00,2025-06-27T05:24:28+00:00,2
0x11f5c86c381f14f0a3d963d4fd65677db86accba,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.53,37.7358,20.0,LOSS,2025-01-20T21:54:08+00:00,2025-01-20T21:54:08+00:00,1
0xab394bd917d60072bd3532a61a3df669111640a7,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.53,1.81,0.9593,LOSS,2025-01-20T23:46:36+00:00,2025-01-20T23:46:36+00:00,1
0xc288dbd651dbcf41e7aac3b523b7e6edc5023480,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.53,15.0,7.95,LOSS,2025-01-21T11:15:20+00:00,2025-01-21T11:15:20+00:00,2
0x0d126288d3c426e51b641aa2081496378b8ccaf8,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.53,37.7358,20.0,LOSS,2025-01-22T04:32:55+00:00,2025-01-22T04:32:55+00:00,1
0x43a890366af85f81a908641e513b8368879786c6,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.5,5.12,2.56,LOSS,2025-01-23T02:26:22+00:00,2025-01-23T02:26:22+00:00,1
0xa196f64600949f9ca6a24b5235af30ba28bf73f8,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.4942,4.73,2.3377,LOSS,2025-01-23T11:09:47+00:00,2025-01-26T13:36:25+00:00,2
0xfd409bdb3adfe6962275865a430fa8a64a174ea1,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.5,5.9,2.95,LOSS,2025-01-23T11:12:45+00:00,2025-01-23T12:15:11+00:00,2
0x1435c5a81a388a1416d2f447d7bde08dcbd367f5,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.5,3.1,1.55,LOSS,2025-01-23T11:43:15+00:00,2025-01-23T11:43:15+00:00,1
0x2decae5dbbb67f7b38e81090e6bee97ad5305bfb,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.5,3.66,1.83,LOSS,2025-01-23T11:45:55+00:00,2025-01-23T11:45:55+00:00,1
0xac47d5d6a69a51518c1211c119f939b29cbe3e46,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.5,5.47,2.735,LOSS,2025-01-23T11:48:53+00:00,2025-01-26T12:31:29+00:00,2
0x0a94357d5ba2bb36d003ebfe0036d21205454c6b,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.4961,5.6645,2.81,LOSS,2025-01-23T12:13:51+00:00,2025-01-24T23:17:54+00:00,2
0xdc6daf7e812660d2a34c334556490c4b174982e3,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.4956,4.782,2.37,LOSS,2025-01-23T22:48:03+00:00,2025-01-24T23:20:36+00:00,2
0x994535c18640d57804c5ae125f830f791ca4047e,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.5,3.34,1.67,LOSS,2025-01-23T22:49:45+00:00,2025-01-23T22:49:45+00:00,1
0x531eaefa84636bcfc85de0db736fbadb626d2e0d,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.5,2.4,1.2,LOSS,2025-01-23T22:52:51+00:00,2025-01-23T22:52:51+00:00,1
0x193edff83ab2cd0708e21efa523627758fe7f9eb,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,2.4694,1.21,LOSS,2025-01-25T00:19:32+00:00,2025-01-25T00:19:32+00:00,1
0x96f7b016ee74a875469942ae3fb1fd17e1afdc16,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,5.6349,2.7611,LOSS,2025-01-25T00:20:56+00:00,2025-01-26T15:20:30+00:00,2
0x307c66e90f6643d8828df828b3089e849da45092,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.51,2.3137,1.18,LOSS,2025-01-25T00:24:42+00:00,2025-01-25T00:24:42+00:00,1
0xf68e11e3d15625ef1df29e1b60d637e18b7ad413,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.51,3.2157,1.64,LOSS,2025-01-25T00:29:54+00:00,2025-01-25T00:29:54+00:00,1
0x726883a66723030b8a1c8d394040e1fccf0a2db3,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.51,2.8824,1.47,LOSS,2025-01-25T00:31:14+00:00,2025-01-25T00:31:14+00:00,1
0xa33abc8bf1b338bf8c36b2aa3400ec771f05624c,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,2.81,1.3769,LOSS,2025-01-25T10:33:21+00:00,2025-01-25T10:33:21+00:00,1
0xfc0249a4616acdbbe6d2c6c152f96f913716d319,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,1.96,0.9604,LOSS,2025-01-26T07:56:56+00:00,2025-01-26T07:56:56+00:00,1
0xa12227df8a96e769efbb06aeb6948f042219863a,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,2.28,1.1172,LOSS,2025-01-26T12:21:05+00:00,2025-01-26T12:21:05+00:00,1
0xcf3cdb43dce60832f74f5ce2ed54dc92c412abda,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,3.82,1.8718,LOSS,2025-01-26T13:02:19+00:00,2025-01-26T13:02:19+00:00,1
0x4bf15091b4a161a47146f8fa5a275f822cc1f7af,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,3.0,1.47,LOSS,2025-01-26T13:23:33+00:00,2025-01-26T13:23:33+00:00,1
0x845779eeba76b34dfabfb2ff8da5edd56be94410,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,3.7,1.813,LOSS,2025-01-26T14:46:24+00:00,2025-01-26T14:46:24+00:00,1
0xaa78764f086a8b515ee9c01913038b3999b6f017,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,2.39,1.1711,LOSS,2025-01-26T15:13:38+00:00,2025-01-26T15:13:38+00:00,1
0x546f442a1102a56d6744f93c82350248976b4dbf,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,2.6,1.274,LOSS,2025-01-26T15:37:53+00:00,2025-01-26T15:37:53+00:00,1
0xc23286ffd1b7809664176aa245c618b9a3b34ccb,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,2.5,1.225,LOSS,2025-01-26T16:09:03+00:00,2025-01-26T16:09:03+00:00,1
0x3f031408fecc3603d1f07a33f2b9a43480f0a2d0,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,3.41,1.6709,LOSS,2025-01-26T16:24:34+00:00,2025-01-26T16:24:34+00:00,1
0x6573b3d04e7fc52e1299bf9a5317c704b224a137,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,3.47,1.7003,LOSS,2025-01-26T16:39:55+00:00,2025-01-26T16:39:55+00:00,1
0xdbece95b413118c90d169ce2d4e357e832e035df,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.49,2.86,1.4014,LOSS,2025-01-26T16:52:13+00:00,2025-01-26T16:52:13+00:00,1
0xc00610b41fd9c9a606e558f9e560a518e0894a78,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.42,5.0,2.1,LOSS,2025-01-27T19:35:13+00:00,2025-01-27T19:35:13+00:00,1
0xa305ff06433c1c49be7286eedac0acf92904e899,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.45,2.0,0.9,LOSS,2025-01-28T14:13:42+00:00,2025-01-28T14:13:42+00:00,1
0x0fe90c22827e72c7aef24bdc52b6392943fd4fd9,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.5846,390.9559,228.5656,WIN,2025-01-28T19:23:31+00:00,2025-02-05T21:23:24+00:00,7
0xe610fc9fe1bc3d4e8b042ea7c229c4149272a94f,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.63,1.5873,1.0,WIN,2025-01-29T21:12:12+00:00,2025-01-29T21:12:12+00:00,1
0xea7c0162331462bd825726d2e5fa0cc1ca9709b1,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.39,39.21,15.2919,LOSS,2025-01-30T16:21:34+00:00,2025-01-30T16:21:34+00:00,1
0x997de37ae530d5f997596795f79c745b66659f0e,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.36,56.97,20.5092,LOSS,2025-01-31T10:43:49+00:00,2025-01-31T10:43:49+00:00,1
0x3a3d8975ffaf552995a3048e9b0fde50833f615e,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.39,30.1538,11.76,LOSS,2025-01-31T21:27:00+00:00,2025-01-31T21:27:00+00:00,1
0xa07a26c3a1652f5082ed420cc1f6d4966be439c6,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.5955,854.7623,509.0046,LOSS,2025-02-01T00:05:19+00:00,2025-07-26T11:21:01+00:00,7
0x4d74af8b920a2b5ffa328680fa7c8ebf8ca806d9,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.63,7.14,4.4982,WIN,2025-02-02T10:42:36+00:00,2025-02-02T10:42:36+00:00,1
0x58b116b73c73bbe7df8aa7cdc209ec6d181e30e6,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.45,19.23,8.6535,LOSS,2025-02-06T21:39:35+00:00,2025-02-06T21:39:35+00:00,1
0x0fe90c22827e72c7aef24bdc52b6392943fd4fd9,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.43,49.55,21.3065,LOSS,2025-02-09T17:02:58+00:00,2025-02-09T17:02:58+00:00,1
0xc00610b41fd9c9a606e558f9e560a518e0894a78,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.57,17.5439,10.0,WIN,2025-02-09T19:09:58+00:00,2025-02-09T19:09:58+00:00,1
0x546f442a1102a56d6744f93c82350248976b4dbf,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.57,22.8772,13.04,WIN,2025-02-09T21:00:49+00:00,2025-02-09T21:00:49+00:00,1
0x44919a1688bfcffb9817fc90af1f54bf4b3f8926,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.57,9.57,5.4549,WIN,2025-02-09T21:03:23+00:00,2025-02-09T21:03:23+00:00,1
0xcceb22d524e186153cffe79f13c0aeb75889f030,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.4971,76.0,37.78,LOSS,2025-02-10T01:12:39+00:00,2025-07-28T21:37:43+00:00,3
0x28250cd2e47fbc55439e60a0dbbe586dc0ccacce,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.46,100.0,46.0,LOSS,2025-02-10T02:33:28+00:00,2025-02-10T02:33:28+00:00,2
0xcb14f61711d913773f4b982af340fa7eae175358,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.5724,348.09,199.2304,LOSS,2025-02-10T14:59:10+00:00,2025-07-12T00:20:18+00:00,7
0xe9326a286a4d830758c8db6b251787c523fa0f05,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.54,71.45,38.583,LOSS,2025-02-12T03:33:43+00:00,2025-02-12T03:33:43+00:00,1
0x2998fb1a927cff418ff3f0834cb48bae85aeb425,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.45,3.4,1.53,WIN,2025-02-12T08:00:45+00:00,2025-02-12T08:00:45+00:00,1
0xf9b4420ee6376d77ae7e5cb6dedcffdbedfc0c6c,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.4357,63.2287,27.55,WIN,2025-02-14T19:34:12+00:00,2025-07-31T22:23:06+00:00,4
0xa12227df8a96e769efbb06aeb6948f042219863a,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.44,26.2,11.528,WIN,2025-02-15T13:42:48+00:00,2025-02-15T13:42:48+00:00,1
0x21ffd2b7a212a6f277ed3eca1a9f8efcbca90d71,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.3466,223.02,77.2978,WIN,2025-02-20T08:55:14+00:00,2025-08-14T14:07:56+00:00,6
0x96b59f71f635da5da031e3e93448c54fe226f5e7,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.41,0.58,0.2378,WIN,2025-02-20T13:29:41+00:00,2025-02-20T13:29:41+00:00,1
0x785386856456de26ac04ba1f5e3c49b92e7936d8,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,No,BUY,0.62,258.33,160.1646,LOSS,2025-02-22T06:39:28+00:00,2025-02-22T06:39:28+00:00,2
0xde264f5e8340592f43e565c520958b53ffd70972,0x89ac32e18929185f5bd0dc00e70337571f546e64ae5cd16dceb6026ac2679c1e,Taylor Swift and Travis Kelce engaged in 2025?,Yes,BUY,0.39,32.18,12.5502,WIN,2025-02-23T03:51:23+00:00,2025-02-23T03:51:23+00:00,1
