user_id,market_position,lifetime_portfolio,prior_bet_count,portfolio_concentration,is_first_x,Is_percent,is_suspicious,target_trade_time,market_title
0xde036107d06bca67e62592b3fb1f1eba153de629,8051.3873,191808.29389100004,1261,4.2,False,False,False,2026-01-03T09:48:17+00:00,"Maduro out by January 31, 2026?"
0x200544427dfc822652cb55ca5ca9f99476a9e414,56092.6064,4099962.52292501,2885,1.37,False,False,False,2026-01-03T09:27:21+00:00,"Maduro out by January 31, 2026?"
0x14a1147ae7d206b835c1ee8f901e4e2eec111149,29396.2377,4279919.179612008,2603,0.69,False,False,False,2026-01-03T09:47:25+00:00,"Maduro out by January 31, 2026?"
0x6e8f80ca0cddb8d3f207dc5147ac0e6062ae162c,15563.3813,1185771.7253120036,1424,1.31,False,False,False,2026-01-03T09:36:15+00:00,"Maduro out by January 31, 2026?"
0x1410b82dc78bf59c7490428eb26b1cc8153ba67d,16549.338,508103.23806699883,2199,3.26,False,False,False,2026-01-03T10:10:09+00:00,"Maduro out by January 31, 2026?"
0x1410b82dc78bf59c7490428eb26b1cc8153ba67d,16632.668,550754.1190769991,2202,3.02,False,False,False,2026-01-03T10:18:11+00:00,"Maduro out by January 31, 2026?"
0xbb611d193d53fe25a0d372d98cf24e4dc03558ff,5499.9996,1697873.7155229924,1391,0.32,False,False,False,2026-01-03T09:29:21+00:00,"Maduro out by January 31, 2026?"
0xc4fbfd8c2bf090568f8eb207123364a3f0352bfd,4472.056,125070.93819700019,1438,3.58,False,False,False,2026-01-03T10:13:55+00:00,"Maduro out by January 31, 2026?"
0x5fe10daab0c49a775a882dbec4f48a68c93033e4,35134.5002,39845.856176,9,88.18,True,True,True,2026-01-03T10:24:05+00:00,"Maduro out by January 31, 2026?"
0x330528a58ed70b5c66f22b43be6b19a213d631da,9412.128,15445.591236999999,31,60.94,False,False,False,2026-01-03T10:31:13+00:00,"Maduro out by January 31, 2026?"
0x1d31ae144d864c7df98aaccab91051a4847175d9,6010.0,140338.9983490002,207,4.28,False,False,False,2026-01-03T10:48:27+00:00,"Maduro out by January 31, 2026?"
0x1d31ae144d864c7df98aaccab91051a4847175d9,6003.978,146342.97632900023,208,4.1,False,False,False,2026-01-03T10:51:19+00:00,"Maduro out by January 31, 2026?"
0x44de2a52d8d2d3ddcf39d58e315a10df53ba9c08,67705.3269,266415.4574120039,1126,25.41,False,False,False,2026-01-03T11:09:37+00:00,"Maduro out by January 31, 2026?"
0xf3d2440cee0c3b07992fdc4ed6bc06801a1fa162,22960.4166,44686.533907,52,51.38,False,False,False,2026-01-03T11:56:35+00:00,"Maduro out by January 31, 2026?"
0xe52c0a1327a12edc7bd54ea6f37ce00a4ca96924,129306.5088,3749737.9083899995,655,3.45,False,False,False,2026-01-03T10:18:11+00:00,"Maduro out by January 31, 2026?"
0x000d257d2dc7616feaef4ae0f14600fdf50a758e,9939.9858,1133972.7703929998,353,0.88,False,False,False,2026-01-03T09:40:57+00:00,"Maduro out by January 31, 2026?"
0x00090e8b4fa8f88dc9c1740e460dd0f670021d43,30421.0525,760653.4209779984,1282,4.0,False,False,False,2026-01-03T09:41:23+00:00,"Maduro out by January 31, 2026?"
0xc1afe52775b5118a12bcd98f44a677e3d4490dae,4645.35,752914.7567620002,905,0.62,False,False,False,2026-01-03T12:11:43+00:00,"Maduro out by January 31, 2026?"
0xc5adc0dc256fb943da868b2f8f6e63f13921b0cf,252501.5886,252501.5886,1,100.0,True,True,True,2026-01-03T09:49:37+00:00,"Maduro out by January 31, 2026?"
0x4d0e9b029700163625c551a0073636f3dc5ec45b,38611.1722,319997.8094149998,348,12.07,False,False,False,2026-01-03T10:17:01+00:00,"Maduro out by January 31, 2026?"
0xc25427ea224b8f9fa2df801233f944006ed33f73,31408.2104,1091360.024020998,1110,2.88,False,False,False,2026-01-03T10:55:33+00:00,"Maduro out by January 31, 2026?"
0xe2314b08a84feff5787d6a7b7984b7e334ef4e3e,22455.0,22455.0,0,100.0,True,True,True,2026-01-03T10:53:57+00:00,"Maduro out by January 31, 2026?"
0x335def9f628a3319d7f3a6a2c39e795cccb88f03,4990.0,151246.6647620001,660,3.3,False,False,False,2026-01-03T10:35:23+00:00,"Maduro out by January 31, 2026?"
0x335def9f628a3319d7f3a6a2c39e795cccb88f03,4990.0,146230.82076200008,658,3.41,False,False,False,2026-01-03T10:33:23+00:00,"Maduro out by January 31, 2026?"
0x43440ab002eaac9fede6f9d21bea96d84228f90d,55499.4451,55499.4451,0,100.0,True,True,True,2026-01-03T12:12:25+00:00,"Maduro out by January 31, 2026?"
